Sentimento,Texto
0,"Triste pelo Douglas, feliz pelo Vitor B #MasterchefBr"
0,e terça-feira é o dia das dúvidas: #PowerCoupleBR ou #MasterChefBR ?
1,Thomas esbanjando fofura.
1,Nando reis no #encontro ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
1,Só eu que amo essa Nayane? 🤔
1,Quem é aquele na plateia fazendo todas as coreografias do É O Tchan no #AltasHoras Razô bee!!!
1,Cada dia mais apaixonada por esse programa #videoshowaovivo
-1,EU TÔ CHORANDO  #encontro
0,Duvido que os tres chefs usam caldo de galinha na casa deles !! #MasterchefBR
-1,Fé no pai que a Mirian sai #MasterChefBR
0,Nudes no #Encontro ... Essas adolescentes tudo doidas kkk
-1,"#VideoShowAoVivo a Sofia Abraão parece que está com pulga , se mexe.o tempo todo"
0,@oserginho é aquela pessoa que você tem vontade de dar um abraço e ser amigo. #altashoras
1,Papão bicampeão no #AltasHoras 👏💙
0,Olá @oserginho gostaria da participação do Fiuk no #AltasHoras. Obrigada!
1,Ana Paula Arosio linda 
1,@leoyoungchef Impossível assistir #MasterChefBR sem comer alguma coisa né hahahha
0,"Galera, reprise de #MasterChefBR hoje ás 19h30 no @DiscoveryMulher, quem perdeu terça na @BandTV, assistam. Rumores de que tá incrível!"
1,4 de março.que música.que história de amor Nando Reis &lt;3 #Encontro
0,aí mds o thomas é a coisa mais linda da vida e eu tô chorando horrores e sempre chorarei quando se tratar de criança! 😭😭❤️ #altashoras
-1,Ana eliminada....ainda bem nunca gostei dela #MasterChefBR
1,"@MChefVitorB @masterchefbr #MasterChefBR Ser comprometido c o q faz é EXTRAORDINÁRIO! Orgulho d vc amado, mostrou o q é ser capaz! #CHOCOBJS"
0,Hora de assistir o MasterChef de ontem 
1,@oserginho #AltasHoras Quero o Thomás pra mim😍💕
-1,não acredito que meu amorzinho saiu  #MasterChefBR
1,"Que programa foi esse meuuuuu Deus 😭😭 lindo, lindo, lindooooooooo 👏🏼👏🏼♥️ @MaiaraeMaraisa Muito amor #ConversaComBial #MaiaraeMaraisaNoBial"
0,Vanessa amou as cacheadas hahaha #altashoras
-1,"Fui dizer aos meus pais o q Cury tava dizendo e oq eles fizeram? Isso mesmo, cagaram, nem deram atenção. E já leram livros #ConversaComBial"
-1,"Poxa, já acabou o #DomingoLegal 😢"
0,E agora @MaiaraeMaraisa no #ConversaComBial
-1,"Salada já é ruim, e o azul deixa a salada feia, aí fica difícil migos #MasterChefBR"
1,Amo gente passando vergonha #AltasHoras
-1,"O cara ao vivo no encontro fala "" homem que é homem não lava louça "" mds, que machista!!!!!!!! #Encontro"
-1,Hj o #MasterChefBR tá tenso
0,Que dor ver um dos meus favs @MChefVitorB chorando. Espero que continue no #MasterChefBR #TeamVitorB
-1,Hora de mudar o canal. Marco Luque chegou com seus personagens totalmente sem graça!! #AltasHoras
1,SEXTA FEIRA JÁ COMEÇOU BEM 
-1,#Encontro Brasil precisa ter uma lei p controlar a população qto mais cedo (tipo: no máximo uns 4 filhos) pq uma hora não vai daaaa
1,"#MasterChefBR O MEU VICTOR VAI FICAR, FODA SE O RESTO"
-1,Logo hoje que não assisti #MasterChefBR o @MChefDouglas  sai :( ainda bem que não vi!
0,#DomingoLegal - Twitteiros comentam sobre o programa @Domingo_Legal o exibido ao vivo pelo @SBTonline #PortalTrendTop
1,Victor B não ouse sair hoje!! Eu te venero 
0,"Tô assistindo só hoje o Masterchef é vou dizer, primeira vez que não tenho fome nenhuma vendo 🤢🤢 #MasterchefBR"
1,"#MaisVocê senhor me perdoe,mas eu amo esse chef gato 😍😍❤❤❤"
-1,O #MasterChefBR tá na mesma vibe do #BBB: odeio todos.
1,#VideoShowAoVivo Estou Amando @fbbreal no @Videoshownatv  😍😍😍😍 ela arrasa @otacosta  @Lopesjoca Amode mais vocês assisto todos os dias
1,Fátima mandando mensagens de amor e paz nesse dia conturbado.
1,Bem na hora de ver meu bb no #encontro  👑💙
0,"Aguardando Tony Bellotto e Augusto Cury no #ConversaComBial. Enquanto isso, vamos continuar acompanhando o caos via #JG."
0,Vendo a @PatriciaKogut no #Encontro é até estranho ouvir a voz dela sendo que eu só vejo a foto dela no jornal ou no blog kkkk
-1,Tava na outra rede e lembrei de ver o @pefabiodemelo no #ConversaComBial Que falta faz o Cléverson Carlos pra avisar
0,#MasterChefBR será que Leo ganha hoje??!  kkkkk
0,"22h45 - Globo 21.5, SBT 8.8, RecordTV 7.6, Band 3.9 #MasterChefBR"
0,Eu cozinharia um bife mal passado pra combinar com as orelhas dos lutadores. #MasterChefBR
0,perder peso = salada + filé de frango
1,Que fofoooooo o filho do Serginho #altashoras
0,Será gnt ta com cara do Nicholas Prattesss #VideoShowAoVivo
0,"@masterchefbr @MChefDouglas @MChefFernando @MChefDouglas. Fique de olho, numa possivel repescagem, ou estude mais pro #MasterChefBR 2018."
-1,Que prova tensa essa!!! Putz!!! #masterChefBr
1,"o ""Misericórdia!"" do Padre Fábio de Melo é maravilhoso!  Misericórdia!!! #ConversaComBial"
1,É o @roxmo com sua risada no #TheNoite e o @Cambota com sua risada no #ProgramaDoPorchat
1,Acordando de bom humor esperando a linda @analidialopess aparecer no #EdeCasa
-1,Parem com essa tradição maldita de culpar a vítima. #Encontro
0,"agora tá explicado o por que do cabelo da Ana Maria, é a divulgação pesadíssima de Bon Appetit da @katyperry #MaisVoce"
1,Adoroooo rir..... Rindooo mtooooo com #SeuMestreMandou #TheNoite
1,Amei Ota mandou super bem no cuiabanês!  #VideoShowAoVivo
1,@otacosta @Lopesjoca Fátima Bernardes talentosa   e  inteligente  #VideoShowAoVivo
-1,NÃO GOSTO DE PAGODE💤💤💤💤💤💤 #Encontro
0,"Ela se recuperou bem,a perda de um filho"
0,#VideoShowAoVivo a convidada do meu vídeo é um show é o mozão do @otacosta @FlaviaAleReal
0,#TheNoite mano catra kkk no rock kkkk
-1,Que saudade de abraçar a Fátima @fbbreal #VideoShowAoVivo
1,#MasterChefBR repescagem porque o Vitor B merece ❤
0,Aguentando a terça-feira só por causa do #MasterChefBR.
0,Africano virou negro quando foi acorrentado... #encontro
1,"Ota, manda beijo pra @fbbreal, ela é maravilhosa, amoo de paixão !! #VideoShowAoVivo"
0,#TheNoite @DaniloGentili @diguinhocoruja  Diguinho não perdoa uma de alguém aí.
-1,"Começou a misturar doce, com mais doce ainda, que nojeira! #MaisVoce"
0,"po ninguém fez doce de cupuaçu n, não sabe oq tá perdendo #masterchefbr"
0,Beatriz parece com Fátima o sorriso é igual .Laura é a cara do Bonner #Encontro
0,tá chovendo aqui não disse por onde #MasterChefBR
0,Olha essa perna BRASEELLL
-1,Só mesmo os maquiadores da globo pra fazer a gatissima da Viviané Pasmanter ficar feia. Parabéns  #VideoShowAoVivo
-1,Que vergonha alheia #encontro
-1,Eu quero ver o @leoyoungchef na prévia logo pqp 😭😭😭 #MasterChefBR
0,"A palavra que sempre falo nas tercas na hora do #MasterChefBR é ""To Com Fome""✌"
0,daki a pouquinho!!!! HORA DA TRETA!!! #MasterChefBR
0,Redes sociais com Padre Fábio de Melo. #ConversaComBial
-1,"eu sempre achei q lavar louça era coisa de mulher mesmo, mas o povo hoje em dia ta com mania de achar tudo normal #Encontro"
0,#MasterChefBR a abóbora em pauta novamente...kkkk
-1,"pena q o douglas saiu, não acreditei, coitado! #MasterChefBR"
-1,"Lindo no #Encontro  falar que os pais ""fracassaram"" pq o filho teve uma foto vazada ou divulgou tal foto. Que disserviço."
1,@MaiaraeMaraisa Não perco mas é por nada #ConversaComBial #MaiaraeMaraisaNoBial
-1,#DomingoLegal 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭O SORRISO DELA
1,Nelson Xavier é a arte do Brasil #videoshowaovivo
1,#TheNoite chantagem @shakira diva😍
-1,Tche noite está precisando incluir legendas durante as entrevistas com convidados gringos. Não dá pra entender. #TheNoite
0,#MasterChefBR torcendo para o time azul e ficando com água​ na boca
0,BEIJINHO DOCE NO #ENCONTRO IMPOSSÍVEL NÃO LEMBRAR DE FLORA E DONATELLA NAQUELE HINO DE NOVELA VOLTA A FAVORITAAAA
1,Vamos deixar de lado que eu esqueci o nome kkk 😂 q fofo 😅 #encontro
-1,"Aí meu Deus, eu passo mal com essa Contagem final... Socorro 😰😰"
0,Tô ficando c muitooooooo sono!!! Hj não vai rolar assistir #MasterChefBR.
-1,Ainda quer salvar o bandido primeiro ??? #Encontro
1,"Aí você está assistindo o #altashoras de dia das mães e impossível seguras as lágrimas. Mãe um amor tão puro,único,raro,intenso e de Deus"
-1,ansiosa pro #masterchefbr de hoje af
1,Terei que fazer uma crítica no blog sobre o #ConversaComBial que programa lindo. Adoro programa que você sai mais inteligente!!!!!
0,Eu gosto mais não gosto da Yuko #MasterChefBR
-1,“Estamos aqui pra passar os genes”
-1,yuko e vitor b na berlinda não vai ter jeito eu vou ter q subir na antena da band #MasterChefBR
1,Finalmente podendo assistir esse inteligente talk show! #ConversaComBial @PBiaL parabéns!
-1,"Ana Maria esta parecendo Rainha de Copas do filme Alice no País das Maravilhas, com este cabelo, ficou estranho pacas! #MaisVoce"
-1,"Vai tomar no ovo, não assisto mais Master chef o Vitor saiu, quem eu vou cruschar agora? #MasterChefBR"
0,Kkkkkkkkk a culpa é da tpm #masterchefbr
0,"A batata de Fabricio tá assando faz tempo, há uns 4 episódios. #MasterChefBR"
0,Gilda fez o barraco e ainda saiu com classe #VideoShowAoVivo
0,"Patê de sardinha bem temperada com salcinha e cebola no pão de forma, não falha."
0,Consolidados - SBT (12/05):
-1,"Falar que um prato de comida está horroroso, sem cor e bla bla bla, é sinal que nunca passou fome.  #MasterChefBR"
0,"Na organização deles nenhum crime prescreve. Se pisar fora da faixa, pode saber que vai pagar. Mesmo q se passe 20 anos. #ConversaComBial"
0,tô dormindo de uniforme pra ajudar @MaiaraeMaraisa #ConversaComBial #MaiaraeMaraisaNoBial
1,#masterchefbr Torcendo para que o Fabrizio tenha feito algo pior que o VicB
-1,"To me preparando psicologicamente pra ouvir o bordão do Leonardo: ""eu odeio prova em grupo"" #MasterChefBR"
0,Eu abro as asas e preparo a alma pra respirar...
1,"Se tem um representante da minha religião que traduz tudo o que penso, esse homem é @pefabiodemelo!! Tá dando aula no #ConversaComBial"
1,Tão linda essa homenagem que o Serginho fez pra mãe dele. #altashoras
0,"a equipe azul tá perdida ,por favor gente não me decepcionem ,ganhem do vermelho  #MasterChefBR"
0,#DomingoLegal Cecília de hábito?? Ai papai!!
1,#MaisVoce falando de cabelo colorido! Adoro esses paranauês! hehehe
-1,O CHORO DESTA COBRA NAO ME ENGANA NAO #MASTERCHEFBR
-1,"Victor B. NAOOOOOO, um participante incrível, vai fazer falta no #MasterChefBR"
1,"#ConversacomBial Excelente o programa de hoje, com Rodrigo Santoro❤"
1,Ela nasceu pra ser 🌟 #DomingoLegal
0,Qual é o site? Número 33???  #MaisVoce
-1,"Nayane, Victor V ou Deborah tem que sair hoje minha nossa senhora #MasterChefBR"
1,@Domingo_Legal  está começando a diversão do Brasil o clássico batalha naval #DomingoLegal
0,#encontro só queria saber de onde sai tanto dinheiro para ficar viajando
0,"Sofia abrao, ex-record. #Altashoras"
-1,CALADOOOOOOOOOOOOO #Encontro
0,Galinhada desconstruída... Eh pakaba #MasterChefBR
1,Queria dizer que o programa da Ana Maria é maravilhoso #MaisVoce
1,"@MaiaraeMaraisa melhores pessoas, sem dúvidas kkkkkk #ConversaComBial #MaiaraeMaraisaNoBial"
0,Galinhada desconstruída???!!! #MasterChefBR
1,#MasterChefBR Hj é dia de preparar algo  pra comer na hora do programa
-1,Culpa da Mirian que o Victor saiu kkkkkkkkkkkkkkkkkkk #MasterChefBR
1,Eu assistindo ao #masterchefbr  vendo a @PaolaCarosella é assim:
1,Quero o Thomas no #AltasHoras toda semana! 😄 Bebê mais lindo!!!! 😍
-1,ainda tô bem triste com aqueles cachorros que tem mais utilidades que eu #VideoShowAoVivo
-1,"Moça, sai correndo para bem longe dessa macho preguiçoso e machista!! #Encontro"
1,Essa linda criança apareceu na novela terra nostra é o @nicolasprattes #VideoShowAoVivo
0,Vocês tão me matando de fome #MaisVoce
-1,Quem nunca comeu farofa de miúdos não sabe o que é bom na vida! Esses participantes do #MasterChefBR só devem comer magret de pato msm!
0,Na vida eu sou o budog #EDeCasa
1,Video show com ota e joca top demais ..
1,@vanessadamata Obrigado por deixar minha noite mais tranquila com suas canções. #AltasHoras
0,URGENTE: ana paula padrão pede desligamento da band dps de inúmeros agachamentos para recolher bandanas e recolocar em bonecos #MasterChefBR
1,Nando Reis maravilhoso em todod os aspectos! Família linda!  #Encontro
1,#ConversacomBial Enfim um entrevistador que permite que o entrevistado fale. Bial faz uma dinâmica  e brilhante condução. Bate papo gostoso😊
-1,#MasterChefBR
1,Zeca e Paulão 7 cordas.. Sem mais..  Foda!! 👏👏👏 #ConversaComBial
1,Só no aguardo da minha linda @analidialopess @EDeCasa_ 
-1,#MasterChefBR Vitor se deu mau hoje 😨.
1,Paola oliveira que linda na favela #VideoShowAoVivo
0,Rindo muito 😂 #MaisVoce
0,"@MaisVoce_Globo sorvete com refrigerante, no Rio Grande do Sul chama Balalaika.#MaisVoce ."
-1,"Ouvi hoje de um jovem rapaz: ""minha mulher tá viajando, então nem na cozinha eu entro"". Isso me lembrou meu avô. 🤔#Encontro"
-1,Equipe azul tá me deixando aflita #MasterChefBR
0,As vezes eu gostaria de ser uma mosca pra saber o que rola no intervalo do #MaisVoce
1,O cabelo da sandy tá maravilhoso lá vou eu querer fazer igual #Encontro
0,#Altashoras O cara das coreografias tá aparecendo mais que o Compadre Washigton e o Beto Jamaica! Kkkkk
-1,O Douglas saiu 😭😭😭 #MasterChefBR
-1,mas nem com a Mirian chorando eu nao consigo ter dó. pra mim é tudo pra sentir dózinha dela. me poupe querida. #masterchefbr
0,Só eu que não assisto #MasterChefBR? 👀
1,Esse bate-papo com @pefabiodemelo esta incrível na #ConversaComBial o homem realmente entende do assunto e é uma inspiração para muitos 
1,Que cena maravilhosa de Nelson Xavier em anjo mau 😧😧 #VidêoShowAoVivo
0,"Não acredito que o @MChefVitorB Saiu,agr minha torcida vai para a @MChefAnaLuiza não decepciona pfvr!!"
1,"Não posso ouvir nada relacionado ao Cristiano Araújo.Me arrepio toda,meus olhos encheram de água😍 #ConversaComBial #MaiaraeMaraisaNoBial"
0,#VideoShowAoVivo a musa e Totia?
0,vem que eu sigo de volta  @MariahDinda  #VerãoComDetremuraSDV #MafiaSDV #SDV?L=534 #AltasHoras #CiteMusicasMeteoroSdv #FelizDiaDasMaes 534
0,"Fábio de melo, tenho certeza que o senhor beija rapazes. #VideoShowAoVivo 😊"
1,Mas o #TheNoite é melhor!
-1,"Um monte d velho dando pitaco sobre nudes e etc, sos. Gente, essa é a era da tecnologia, dá informação... Não é mais 1980 não! #encontro"
-1,espero que o cara perca a (quase) namorada e que o tiago leifert leia muitos comentários negativos que ele tanto fala sobre. :) #Encontro
0,Chorando muito com esse #encontro de hj
-1,Eu só fico com saudades da risada do Bira #ConversaComBial
1,"Vai vai passando, vai vai que eu tb vou. #altashoras"
1,"Qdo o telefone do @zecapagodinho tocou, achei q era o meu. Fiquei caçando o barulho. Não acreditei q era da televisão. 😂😂😂 #ConversaComBial"
0,Valter não acreditou no choro da Miriam  #MasterChefBR
-1,falta é cheiro verde nesses pratos #MasterChefBR
-1,Eu só queria dizer que a edição de hoje do MasterChef poderia ter sido melhor com a saída da Miriam... massss #MasterChefBR
0,"@masterchefbr #MasterChefBR Nesta prova o menos será mais,para agradar os atletas!!E eu já estou morrendo de fome!😣"
1,Quem não gosta de vaca preta ? 😍😍😍😍😍 #MaisVoce
0,Ai meu Coração!!!!  #MasterChefBR
0,Qual o melhor talk show da atualidade? 
1,Tô apaixonado pela Tiê! #Encontro
0,Olá @AnaMariaBraga gostaria da participação do Fiuk em algum quadro no @MaisVoce_Globo #MaisVoce. Obrigada!
0,"#Encontro Meu marido tem 60 anos, e eu estou com 21, estamos juntos á 2 anos."
0,Tem nenhum site/app que de pra ver o #MasterChefBR online?
1,MUSA DA COPA!
1,Tenho um orgulho de ver uma pessoa negra arrasando!! #Encontro
0,Então minha alma gêmea ainda brinca de carrinho e nunca beijou #Encontro
0,Meu Deus ta todo mundo chorando hoje #MasterChefBR
1,Caraca a mãe dessa menina deve estar super orgulhosa da filha  #Encontro
0,"O #ProgramaDoRatinho terminou, fiquem agora com o filme #Swindle c/ @ArianaGrande 😘🎶 na #TelaDeSucessos, logo mais #TheNoite no @SBTonline."
-1,essa edição do #MasterChefBR  transformou o dedo cortado em um '' novelão '' 😨😐
1,Começo 😍  #TheNoite
-1,menos um crush no #MasterChefBR @MChefAnaLuiza  💔💔
-1,É a minha oportunidade de calar a boca desse povo que ta falando que eu não sei trabalhar em grupo Não sabe mesmo Leonardo! #MasterChefBR
0,Você comeria a abóbora da Ana Maria Braga? Kkk
0,Poquê que Namaria Braga tá com fantasia de coelho no #MaisVocê?
-1,Hj dá gosto em assistir o #VideoShowAoVivo pq não tá o Otaviano mostrando os 97 dentes daquela boca e querendo se exibir a todo momento.
-1,#thenoite The Best Programa só o apresentador que estraga kkkkkkkkkkkk
-1,Cada atleta precisa de 4 pratos desses pra matar a fome pós-treino. #MasterChefBR
0,"Nunca olho o Twitter antes de assistir o #MasterChefBR kkk rolam muitos spoilers. Mas enfim, adoro Léo, Mirian, Victor B, Yuko, Michele..."
1,Bora de #ProgramaDoPorchat ... Até começar
1,#ConversaComBial surpreendendo na audiência; indo excelentemente bem!
1,Não tô acreditando Sandy no #Encontro
1,Tô aqui acordada pra ver a Lua no #Encontro e derretendo a cada frase dita hahaha! Muito fãzinha sim
1,"Clipe do Léo Régis passou bem na hora que tava perto da TV,fiquei que nem boba na loja haha #videoshowaovivo"
1,#VideoShowAoVivo Fátima Bernardes é simplesmente linda!
1,#videoshowaovivo A atriz é a Totia.A mesma cara.
1,#Encontro Polícia é sacerdócio...Deus na frente sempre...heroísmo é nato!!! A gente não pensa simplesmente age!!!
1,Sucesso #MasterChefBR
1,É O MEU AMORZÃO NICOLAAAAAAS #VideoShowAoVivo
0,Qual novelão o #VideoShowAoVivo tá exibindo?
0,Das 10 novelas que passaram 7 eram do Walcyr #VideoShowAoVivo
0,“O tanto que eu te queria o perto nunca bastava e essa aproximidade não dava.” ♪ 
1,Maravilhosa!! @sophiaabrahao  ❤
1,#Encontro família linda demais
